web-scraper-order,web-scraper-start-url,link,link-href,title,price,ratings,num_rates,screen_size,refresh_rate,chipset,GPU,sim_slot,RAM,internal_storage,battery,operating_system,type
1742970405-310,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S23 Ultra 12GB 512GB  6.8 inches12 GB512 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      22.290.000đ
     
        36.990.000đ
       
          Giảm 40%
           Smember giảm thêm
            đến 223.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-512gb.html,Samsung Galaxy S23 Ultra 12GB 512GB,22.290.000 đ,4.8/5,26,6.8 inches,120Hz,Snapdragon 8 Gen 2 (4 nm),Adreno 740,2 Nano SIM hoặc 1 Nano + 1 eSIM,12 GB,512 GB,5000 mAh,Android,https://cellphones.com.vn/mobile/samsung/galaxy-s.html
1742970415-311,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S24 Plus 12GB 512GB 6.7 inches12 GB512 GB  Trả góp 0%  
    :
   
      21.190.000đ
     
        30.490.000đ
       
          Giảm 31%
           Smember giảm thêm
            đến 212.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-s24-plus-512gb.html,Samsung Galaxy S24 Plus 12GB 512GB,21.190.000 đ,5.0/5,1,6.7 inches,120Hz,Exynos 2400,Xclipse 940,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,12 GB,512 GB,"4,900 mAh","Android 14, One UI 6.1",https://cellphones.com.vn/mobile/samsung/galaxy-s.html
1742970424-312,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S24 8GB 512GB 6.2 inches8 GB512 GB  Trả góp 0%  
    :
   
      20.190.000đ
     
        26.490.000đ
       
          Giảm 24%
           Smember giảm thêm
            đến 202.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-s24-512gb.html,Samsung Galaxy S24 8GB 512GB,20.190.000₫,5.0/5,1,6.2 inches,120Hz,Exynos 2400,Xclipse 940,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,8 GB,512 GB,4.000 mAh,"Android 14, One UI 6.1",https://cellphones.com.vn/mobile/samsung/galaxy-s.html
1742970432-313,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S24 Ultra 12GB 512GB 6.8 inches12 GB512 GB  Trả góp 0%  
    :
   
      28.590.000đ
     
        37.490.000đ
       
          Giảm 24%
           Smember giảm thêm
            đến 286.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-s24-ultra-512gb.html,Samsung Galaxy S24 Ultra 12GB 512GB,28.590.000 đ,4.9/5,8,6.8 inches,120Hz,Snapdragon 8 Gen 3,Adreno 750 (1 GHz),SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,12 GB,512 GB,5000mAh,"Android 14, One UI 6.1",https://cellphones.com.vn/mobile/samsung/galaxy-s.html
1742970441-314,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S24 Plus 12GB 256GB 6.7 inches12 GB256 GB  Trả góp 0%  
    :
   
      18.990.000đ
     
        26.990.000đ
       
          Giảm 30%
           Smember giảm thêm
            đến 190.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-s24-plus.html,Samsung Galaxy S24 Plus 12GB 256GB,18.990.000 đ,5.0/5,8,6.7 inches,120Hz,Exynos 2400,Adreno 750,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,12 GB,256 GB,"4,900mAh","Android 14, One UI 6.1",https://cellphones.com.vn/mobile/samsung.html
1742970451-315,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S25 Ultra 1TB 6.9 inches12 GB1 TB  Trả góp 0%  
    :
   
      38.190.000đ
     
        44.790.000đ
       
          Giảm 15%
           Smember giảm thêm
            đến 382.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-ultra-1tb.html,Samsung Galaxy S25 Ultra 1TB,38.190.000 đ,5.0/5,1,6.9 inches,120Hz,Snapdragon 8 Elite dành cho Galaxy (3nm),,2 Nano-SIM + eSIM,12 GB,1 TB,5000 mAh,Android 17,https://cellphones.com.vn/mobile/samsung.html
1742970460-316,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S25 Plus 256GB 6.7 inches12 GB256 GB  Trả góp 0%  
    :
   
      22.990.000đ
     
        26.990.000đ
       
          Giảm 15%
           Smember giảm thêm
            đến 230.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-plus.html,Samsung Galaxy S25 Plus 256GB,22.990.000 đ,5.0/5,4,6.7 inches,120Hz,Snapdragon 8 Elite dành cho Galaxy (3nm),,2 Nano-SIM + eSIM,12 GB,256 GB,4900 mAh,Android 17,https://cellphones.com.vn/mobile/samsung.html
1742970468-317,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A25 5G 6GB 128GB 6.5 inches6 GB128 GB  Trả góp 0%  
    :
   
      5.390.000đ
     
        6.590.000đ
       
          Giảm 18%
           Smember giảm thêm
            đến 54.000đ 
            S-Student giảm thêm đến 323.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a25.html,Samsung Galaxy A25 5G 6GB 128GB,5.390.000 đ,4.8/5,17,6.5 inches,"Tần số quét 120 Hz Độ sáng tối đa: 1000 nits
Kính cường lực Corning Gorilla Glass 5",Exynos 1280 8 nhân,Mali-G68,2 SIM (Nano-SIM),6 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/samsung.html
1742970477-318,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A06 4GB 128GB 6.7 inches4 GB128 GB  Trả góp 0%  
    :
   
      3.190.000đ
     
        3.490.000đ
       
          Giảm 9%
           Smember giảm thêm
            đến 32.000đ 
            S-Student giảm thêm đến 191.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-a06.html,Samsung Galaxy A06 4GB 128GB,3.190.000 đ,4.9/5,11,6.7 inches,60Hz,MediaTek Helio G85,,2 SIM (Nano-SIM),4 GB,128 GB,5000 mAh,Android,https://cellphones.com.vn/mobile/samsung.html
1742970486-319,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S25 Ultra 512GB 6.9 inches12 GB512 GB  Trả góp 0%  
    :
   
      31.990.000đ
     
        37.490.000đ
       
          Giảm 15%
           Smember giảm thêm
            đến 320.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-ultra-512gb.html,Samsung Galaxy S25 Ultra 512GB,31.990.000 đ,4.8/5,9,6.9 inches,120Hz,Snapdragon 8 Elite dành cho Galaxy (3nm),,2 Nano-SIM + eSIM,12 GB,512 GB,5000 mAh,Android 17,https://cellphones.com.vn/mobile/samsung.html
1742970494-320,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A35 5G 8GB 128GB 6.6 inches8 GB128 GB  Trả góp 0%  
    :
   
      6.790.000đ
     
        8.290.000đ
       
          Giảm 18%
           Smember giảm thêm
            đến 68.000đ 
            S-Student giảm thêm đến 407.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a35.html,Samsung Galaxy A35 5G 8GB 128GB,6.790.000 đ,4.9/5,17,6.6 inches,120Hz,Exynos 1380,Mali-G68 MP5,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/samsung.html
1742970503-321,https://cellphones.com.vn/mobile.html,"Samsung Galaxy S23 Ultra 256GB 6.8 inches8 GB256 GB  Trả góp 0%  
    :
   
      19.490.000đ
     
        31.990.000đ
       
          Giảm 39%
           Smember giảm thêm
            đến 195.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-s23-ultra.html,Samsung Galaxy S23 Ultra 256GB,19.490.000 đ,5.0/5,48,6.8 inches,120Hz,Snapdragon 8 Gen 2 (4 nm),Adreno 740,2 Nano SIM hoặc 1 Nano + 1 eSIM,8 GB,256 GB,5.000mAh,Android 13,https://cellphones.com.vn/mobile/samsung.html
1742970511-322,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A55 5G 8GB 128GB 6.6 inches8 GB128 GB  Trả góp 0%  
    :
   
      8.490.000đ
     
        9.990.000đ
       
          Giảm 15%
           Smember giảm thêm
            đến 85.000đ 
            S-Student giảm thêm đến 509.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a55.html,Samsung Galaxy A55 5G 8GB 128GB,8.490.000 đ,4.9/5,34,6.6 inches,"Tần số quét 120Hz, 1000nits
96% DCI-P3, 1000 nits, Gorilla Glass 7+",Exynos 1480 4nm 2.4GHz,AMD Titan 1WGP,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/samsung.html
1742970520-323,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A36 5G 8GB 128GB 6.7 inches8 GB128 GB  Trả góp 0%  
    :
   
      7.990.000đ
     
        8.290.000đ
       
          Giảm 4%
           Smember giảm thêm
            đến 80.000đ 
            S-Student giảm thêm đến 479.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-a36.html,Samsung Galaxy A36 5G 8GB 128GB,7.990.000 đ,5.0/5,1,6.7 inches,120Hz,Snapdragon 6 Gen 3,,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,8 GB,128 GB,5000 mAh,Android,https://cellphones.com.vn/mobile/samsung.html
1742970528-324,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Fold6 12GB 256GB 7.6 inches12 GB256 GB  Trả góp 0%  
    :
   
      38.990.000đ
     
        43.990.000đ
       
          Giảm 11%
           Smember giảm thêm
            đến 390.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-fold-6.html,Samsung Galaxy Z Fold6 12GB 256GB,38.990.000 đ,4.9/5,22,7.6 inches,120Hz,Snapdragon 8 Gen 3 for Galaxy Tăng lên 42% AI,,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,12 GB,256 GB,4400 mAh,Android,https://cellphones.com.vn/mobile/samsung.html
1742970536-325,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A16 5G 8GB 128GB 6.7 inches8 GB128 GB  Trả góp 0%  
    :
   
      6.090.000đ
        Smember giảm thêm
            đến 58.000đ 
            S-Student giảm thêm đến 347.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-a16.html,Samsung Galaxy A16 5G 8GB 128GB,6.090.000₫,4.8/5,12,6.7 inches,"Tần số quét 90Hz, Infinity-U
 Độ sáng tối đa 800nits",MediaTek Dimensity 6300(6nm),Mali-G57,2 Nano-SIM,8 GB,128 GB,"5,000mAh",,https://cellphones.com.vn/mobile/samsung.html
1742970555-326,https://cellphones.com.vn/mobile.html,"iPhone 12 Pro 128GB I Chính hãng VN/A  6.1 inches6 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      24.990.000đ
     
        26.990.000đ
       
          Giảm 7%
           Smember giảm thêm
            đến 250.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-12-pro.html,iPhone 12 Pro 128GB I Chính hãng VN/A,24.990.000 đ,5.0/5,54,6.1 inches,60Hz,Apple A14 Bionic (5 nm),Apple GPU (4-core graphics),2 SIM (nano‑SIM và eSIM),6 GB,128 GB,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0",iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),https://cellphones.com.vn/mobile/apple/iphone-12-vna.html
1742970564-327,https://cellphones.com.vn/mobile.html,"iPhone 12 Pro Max 256GB I Chính hãng VN/A  6.7 inches6 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      27.590.000đ
     
        31.990.000đ
       
          Giảm 14%
           Smember giảm thêm
            đến 276.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-12-pro-max-256gb.html,iPhone 12 Pro Max 256GB I Chính hãng VN/A,27.590.000 đ,5.0/5,10,6.7 inches,60Hz,Apple A14 Bionic (5 nm),Apple GPU (4-core graphics),2 SIM (nano‑SIM và eSIM),6 GB,256 GB,"Li-Ion, sạc nhanh 18W, sạc không dây 15W, USB Power Delivery 2.0",iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),https://cellphones.com.vn/mobile/apple/iphone-12-vna.html
1742970574-328,https://cellphones.com.vn/mobile.html,"iPhone 12 64GB | Chính hãng VN/A  6.1 inches4 GB64 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      7.990.000đ
     
        15.990.000đ
       
          Giảm 50%
           Smember giảm thêm
            đến 80.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-12.html,iPhone 12 64GB | Chính hãng VN/A,7.990.000₫,4.9/5,75,6.1 inches,60Hz,Apple A14 Bionic (5 nm),Apple GPU (4-core graphics),2 SIM (nano‑SIM và eSIM),4 GB,64 GB,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0",iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),https://cellphones.com.vn/mobile/apple/iphone-12-vna.html
1742970582-329,https://cellphones.com.vn/mobile.html,"iPhone 12 mini 64GB I Chính hãng VN/A  5.4 inches4 GB64 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      12.990.000đ
     
        16.990.000đ
       
          Giảm 24%
           Smember giảm thêm
            đến 130.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-12-mini.html,iPhone 12 mini 64GB I Chính hãng VN/A,12.990.000 đ,4.7/5,15,5.4 inches,60Hz,Apple A14 Bionic (5 nm),Apple GPU (4-core graphics),2 SIM (nano‑SIM và eSIM),4 GB,64 GB,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0",iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),https://cellphones.com.vn/mobile/apple/iphone-12-vna.html
1742970592-330,https://cellphones.com.vn/mobile.html,"iPhone 12 128GB | Chính hãng VN/A  6.1 inches4 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      9.990.000đ
     
        17.990.000đ
       
          Giảm 44%
           Smember giảm thêm
            đến 100.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-12-128gb.html,iPhone 12 128GB | Chính hãng VN/A,9.990.000₫,4.8/5,43,6.1 inches,60Hz,Apple A14 Bionic (5 nm),Apple GPU (4-core graphics),2 SIM (nano‑SIM và eSIM),4 GB,128 GB,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0",iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),https://cellphones.com.vn/mobile/apple/iphone-12-vna.html
1742970603-331,https://cellphones.com.vn/mobile.html,"iPhone 13 512GB | Chính hãng VN/A 6.1 inches4 GB512 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      25.500.000đ
     
        26.290.000đ
       
          Giảm 3%
           Smember giảm thêm
            đến 255.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-13-512gb.html,iPhone 13 512GB | Chính hãng VN/A,25.500.000₫,5.0/5,1,6.1 inches,"Màn hình super Retina XDR,  OLED, 460 ppi, 1200 nits, Tần số quét 60 Hz, HDR display, công nghệ True Tone Wide color (P3), Haptic Touch, Lớp phủ oleophobic chống bám vân tay",Apple A15,GPU 4 nhân,2 SIM (nano‑SIM và eSIM),4 GB,512 GB,"3,240mAh",iOS 15,https://cellphones.com.vn/mobile/apple/iphone-13.html
1742970613-332,https://cellphones.com.vn/mobile.html,"iPhone 13 Pro 256GB | Chính hãng VN/A 6.1 inches6 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      24.490.000đ
     
        26.990.000đ
       
          Giảm 9%
           Smember giảm thêm
            đến 245.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-13-pro-256gb.html,iPhone 13 Pro 256GB | Chính hãng VN/A,24.490.000 đ,5.0/5,2,6.1 inches,"Tần số quét 120Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch,  OLED, 460 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",Apple A15 Bionic 6 nhân,Apple GPU 4 nhân,2 SIM (nano‑SIM và eSIM),6 GB,256 GB,3095 mAh,iOS 15,https://cellphones.com.vn/mobile/apple/iphone-13.html
1742970622-333,https://cellphones.com.vn/mobile.html,"iPhone 13 Pro 128GB | Chính hãng VN/A 6.1 inches6 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      21.990.000đ
     
        23.990.000đ
       
          Giảm 8%
           Smember giảm thêm
            đến 220.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-13-pro.html,iPhone 13 Pro 128GB | Chính hãng VN/A,21.990.000 đ,4.6/5,11,6.1 inches,"Tần số quét 120Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch,  OLED, 460 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",Apple A15 Bionic 6 nhân,GPU 4 nhân,2 SIM (nano‑SIM và eSIM),6 GB,128 GB,"3,095mAh",iOS15,https://cellphones.com.vn/mobile/apple/iphone-13.html
1742970631-334,https://cellphones.com.vn/mobile.html,"iPhone 13 256GB | Chính hãng VN/A 6.1 inches4 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      14.990.000đ
     
        20.290.000đ
       
          Giảm 26%
           Smember giảm thêm
            đến 150.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-13-256gb.html,iPhone 13 256GB | Chính hãng VN/A,14.990.000 đ,4.5/5,4,6.1 inches,"Màn hình super Retina XDR,  OLED, 460 ppi, 1200 nits, Tần số quét 60 Hz, HDR display, công nghệ True Tone Wide color (P3), Haptic Touch, Lớp phủ oleophobic chống bám vân tay",Apple A15,Apple GPU 4 nhân,2 SIM (nano‑SIM và eSIM),4 GB,256 GB,3240 mAh,iOS 15,https://cellphones.com.vn/mobile/apple/iphone-13.html
1742970639-335,https://cellphones.com.vn/mobile.html,"iPhone 13 Pro Max 128GB | Chính hãng VN/A 6.7 inches6 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      22.990.000đ
     
        28.990.000đ
       
          Giảm 21%
           Smember giảm thêm
            đến 230.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-13-pro-max.html,iPhone 13 Pro Max 128GB | Chính hãng VN/A,22.990.000 đ,4.9/5,179,6.7 inches,"Tần số quét 120 Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch,  OLED, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",Apple A15 Bionic 6 nhân,GPU 5 nhân,2 SIM (nano‑SIM và eSIM),6 GB,128 GB,4352mAh,iOS15,https://cellphones.com.vn/mobile/apple/iphone-13.html
1742970647-336,https://cellphones.com.vn/mobile.html,"iPhone 13 Pro Max 256GB | Chính hãng VN/A 6.7 inches6 GB256 GB  Trả góp 0%  
    :
   
      23.990.000đ
     
        31.990.000đ
       
          Giảm 25%
           Smember giảm thêm
            đến 240.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-13-pro-max-256gb.html,iPhone 13 Pro Max 256GB | Chính hãng VN/A,23.990.000 đ,4.8/5,33,6.7 inches,"Tần số quét 120 Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch,  OLED, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",Apple A15 Bionic 6 nhân,GPU 5 nhân,2 SIM (nano‑SIM và eSIM),6 GB,256 GB,4352mAh,iOS15,https://cellphones.com.vn/mobile/apple/iphone-13.html
1742970659-337,https://cellphones.com.vn/mobile.html,"iPhone 14 Pro Max 1TB | Chính hãng VN/A 6.7 inches6 GB1 TB 
          Sắp về hàng Trả góp 0%  
    :
   
      41.790.000đ
     
        45.990.000đ
       
          Giảm 9%
           Smember giảm thêm
            đến 418.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-pro-max-1tb.html,iPhone 14 Pro Max 1TB | Chính hãng VN/A,41.790.000 đ,5.0/5,1,6.7 inches,120Hz,Apple A16 Bionic 6 nhân,Apple GPU 5 nhân,2 SIM (nano‑SIM và eSIM),6 GB,1 TB,4323 mAh,iOS 16,https://cellphones.com.vn/mobile/apple/iphone-14.html
1742970668-338,https://cellphones.com.vn/mobile.html,"iPhone 14 Pro 256GB | Chính hãng VN/A 6.1 inches6 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      24.990.000đ
     
        29.990.000đ
       
          Giảm 17%
           Smember giảm thêm
            đến 250.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-pro-256gb.html,iPhone 14 Pro 256GB | Chính hãng VN/A,24.990.000 đ,4.6/5,5,6.1 inches,120Hz,Apple A16 Bionic,GPU 5 nhân,2 SIM (nano‑SIM và eSIM),6 GB,256 GB,3200 mAh,iOS 16,https://cellphones.com.vn/mobile/apple/iphone-14.html
1742970676-339,https://cellphones.com.vn/mobile.html,"iPhone 14 Pro Max 256GB | Chính hãng VN/A 6.7 inches6 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      27.990.000đ
     
        32.990.000đ
       
          Giảm 15%
           Smember giảm thêm
            đến 280.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-pro-max-256gb.html,iPhone 14 Pro Max 256GB | Chính hãng VN/A,27.990.000 đ,4.9/5,35,6.7 inches,120Hz,Apple A16 Bionic 6 nhân,Apple GPU 5 nhân,2 SIM (nano‑SIM và eSIM),6 GB,256 GB,4323 mAh,iOS 16,https://cellphones.com.vn/mobile/apple/iphone-14.html
1742970685-340,https://cellphones.com.vn/mobile.html,"iPhone 14 Pro 128GB | Chính hãng VN/A 6.1 inches6 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      22.990.000đ
     
        27.990.000đ
       
          Giảm 18%
           Smember giảm thêm
            đến 230.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-pro.html,iPhone 14 Pro 128GB | Chính hãng VN/A,22.990.000 đ,4.9/5,21,6.1 inches,120Hz,Apple A16 Bionic 6 nhân,GPU 5 nhân,2 SIM (nano‑SIM và eSIM),6 GB,128 GB,3200 mAh,iOS 16,https://cellphones.com.vn/mobile/apple/iphone-14.html
1742970693-341,https://cellphones.com.vn/mobile.html,"iPhone 14 Plus 512GB | Chính hãng VN/A 6.7 inches6 GB512 GB  Trả góp 0%  
    :
   
      25.490.000đ
     
        31.990.000đ
       
          Giảm 20%
           Smember giảm thêm
            đến 255.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-plus-512gb.html,iPhone 14 Plus 512GB | Chính hãng VN/A,25.490.000₫,,,6.7 inches,"Tần số quét 60 Hz, 458 ppi, HDR, True Tone, độ sáng 1200 nits , màn hình chống bám vân tay, 2,000,000:1 
Kính cường lực Ceramic Shield",Apple A15 Bionic,5 nhân GPU,2 SIM (nano‑SIM và eSIM),6 GB,512 GB,4325 mAh,iOS 16,https://cellphones.com.vn/mobile/apple/iphone-14.html
1742970702-342,https://cellphones.com.vn/mobile.html,"iPhone 14 Plus 256GB | Chính hãng VN/A 6.7 inches6 GB256 GB  Trả góp 0%  
    :
   
      19.990.000đ
     
        25.990.000đ
       
          Giảm 23%
           Smember giảm thêm
            đến 200.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-plus-256gb.html,iPhone 14 Plus 256GB | Chính hãng VN/A,19.990.000 đ,4.8/5,6,6.7 inches,"Tần số quét 60 Hz, 458 ppi, HDR, True Tone, độ sáng 1200 nits , màn hình chống bám vân tay, 2,000,000:1 
Kính cường lực Ceramic Shield",Apple A15 Bionic,5 nhân GPU,2 SIM (nano‑SIM và eSIM),6 GB,256 GB,4325 mAh,iOS 16,https://cellphones.com.vn/mobile/apple/iphone-14.html
1742970710-343,https://cellphones.com.vn/mobile.html,"iPhone 14 Plus 128GB | Chính hãng VN/A 6.7 inches6 GB128 GB  Trả góp 0%  
    :
   
      17.990.000đ
     
        22.990.000đ
       
          Giảm 22%
           Smember giảm thêm
            đến 180.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-plus.html,iPhone 14 Plus 128GB | Chính hãng VN/A,17.990.000 đ,4.8/5,25,6.7 inches,"Tần số quét 60 Hz, 458 ppi, HDR, True Tone, độ sáng 1200 nits , màn hình chống bám vân tay, 2,000,000:1 
Kính cường lực Ceramic Shield",Apple A15 Bionic,5 nhân GPU,2 SIM (nano‑SIM và eSIM),6 GB,128 GB,4325 mAh,iOS 16,https://cellphones.com.vn/mobile/apple/iphone-14.html
